Boss,Game,Relation,Species
Big Cheep Cheep,Super Mario Maker series,BOSS_IN,
Big Cheep Cheep,Mario Kart Tour,BOSS_IN,
Big Cheep Cheep,Super Mario Party,BOSS_IN,
Big Cheep Cheep,Mario Party Superstars,BOSS_IN,
Big Lava Bubble,Super Mario Maker / Super Mario Maker for Nintendo 3DS,BOSS_IN,
Big Lava Bubble,Super Mario Maker 2,BOSS_IN,
Big Monty Mole,Super Mario Maker / Super Mario Maker for Nintendo 3DS,BOSS_IN,
Big Monty Mole,Mario Party 10,BOSS_IN,
Big Monty Mole,Super Mario Maker 2,BOSS_IN,
Big Monty Mole,Mario Party: Star Rush,BOSS_IN,
Mega Goomba,Super Mario Bros. 3,BOSS_IN,
Mega Goomba,Mario Party 10,BOSS_IN,
Mega Goomba,Super Mario 64 / Super Mario 64 DS,BOSS_IN,
Mega Goomba,Mario Party: Star Rush,BOSS_IN,
Mega Goomba,New Super Mario Bros.,BOSS_IN,
Mega Goomba,Super Mario Galaxy,BOSS_IN,
Mega Goomba,New Super Mario Bros. Wii,BOSS_IN,
Mega Goomba,Super Mario Galaxy 2,BOSS_IN,
Mega Goomba,Super Mario 3D Land,BOSS_IN,
Mega Goomba,New Super Mario Bros. U,BOSS_IN,
Mega Goomba,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,BOSS_IN,
Mega Goomba,Super Mario Bros. Wonder,BOSS_IN,
Big Spiny,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,BOSS_IN,
Big Spiny,Super Mario Run,BOSS_IN,
Birdo,Yume Kōjō: Doki Doki Panic / Super Mario Bros. 2 / Super Mario Advance ,BOSS_IN,
Birdo,Mario Kart: Double Dash!!,BOSS_IN,
Birdo,Mario Party 7,BOSS_IN,
Birdo,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN,
Birdo,Super Paper Mario,BOSS_IN,
Birdo,Mario Golf: Toadstool Tour,BOSS_IN,
Birdo,Mario Tennis,BOSS_IN,
Birdo,Mario & Sonic at the Olympic Games,BOSS_IN,
Birdo,BS Super Mario USA,BOSS_IN,
Birdo,Mario Kart Arcade GP 2,BOSS_IN,
Birdo,Mario Party 8,BOSS_IN,
Birdo,Mario & Luigi: Brothership,BOSS_IN,
Birdo,Paper Mario: Sticker Star,BOSS_IN,
Birdo,Mario Golf: Advance Tour,BOSS_IN,
Birdo,Mario Power Tennis,BOSS_IN,
Birdo,Mario & Sonic at the Olympic Winter Games,BOSS_IN,
Birdo,Super Mario Maker,BOSS_IN,
Birdo,Mario Kart Wii,BOSS_IN,
Birdo,Mario Party Fushigi no Korokoro Catcher / Mario Party Challenge World,BOSS_IN,
Birdo,Paper Mario: Color Splash,BOSS_IN,
Birdo,Mario Golf: World Tour,BOSS_IN,
Birdo,Mario Tennis Open,BOSS_IN,
Birdo,Mario & Sonic at the London 2012 Olympic Games,BOSS_IN,
Birdo,Super Mario Maker 2,BOSS_IN,
Birdo,Mario Kart 7,BOSS_IN,
Birdo,Mario Party 9,BOSS_IN,
Birdo,Paper Mario: The Origami King,BOSS_IN,
Birdo,Mario Golf: Super Rush,BOSS_IN,
Birdo,Mario Tennis Aces,BOSS_IN,
Birdo,Mario & Sonic at the Sochi 2014 Olympic Winter Games,BOSS_IN,
Birdo,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN,
Birdo,Mario Party: Island Tour,BOSS_IN,
Birdo,Mario Sports Mix,BOSS_IN,
Birdo,Mario & Sonic at the Rio 2016 Olympic Games,BOSS_IN,
Birdo,Mario Kart Tour,BOSS_IN,
Birdo,Super Mario Party,BOSS_IN,
Birdo,Mario & Sonic at the Olympic Games Tokyo 2020,BOSS_IN,
Birdo,Mario Kart World,BOSS_IN,
Birdo,Mario Party Superstars,BOSS_IN,
Birdo,Super Mario Party Jamboree,BOSS_IN,
Boolossus,Luigi's Mansion,BOSS_IN,Big Boo
Boolossus,Luigi's Mansion: Dark Moon,BOSS_IN,Big Boo
Boolossus,Luigi's Mansion 3,BOSS_IN,Big Boo
Blooper,Super Mario Bros. / Super Mario Bros.: The Lost Levels,BOSS_IN,
Blooper,Mario Kart DS,BOSS_IN,
Blooper,Mario Party,BOSS_IN,
Blooper,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN,
Blooper,Paper Mario,BOSS_IN,
Blooper,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN,
Blooper,Mario Kart Wii,BOSS_IN,
Blooper,Mario Party 2,BOSS_IN,
Blooper,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,
Blooper,Paper Mario: The Thousand-Year Door,BOSS_IN,
Blooper,Super Mario Sunshine,BOSS_IN,
Blooper,Mario Kart 7,BOSS_IN,
Blooper,Mario Party 3,BOSS_IN,
Blooper,Mario & Luigi: Dream Team,BOSS_IN,
Blooper,Super Paper Mario,BOSS_IN,
Blooper,New Super Mario Bros.,BOSS_IN,
Blooper,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN,
Blooper,Mario Party 4,BOSS_IN,
Blooper,Mario & Luigi: Paper Jam,BOSS_IN,
Blooper,Paper Mario: Sticker Star,BOSS_IN,
Blooper,Super Mario Galaxy,BOSS_IN,
Blooper,Mario Kart Tour,BOSS_IN,
Blooper,Mario Party 6,BOSS_IN,
Blooper,Mario & Luigi: Brothership,BOSS_IN,
Blooper,Paper Mario: Color Splash,BOSS_IN,
Blooper,New Super Mario Bros. Wii,BOSS_IN,
Blooper,Mario Kart World,BOSS_IN,
Blooper,Mario Party Advance,BOSS_IN,
Blooper,Paper Mario: The Origami King,BOSS_IN,
Blooper,Super Mario Galaxy 2,BOSS_IN,
Blooper,Mario Party 8,BOSS_IN,
Blooper,Super Mario 3D Land,BOSS_IN,
Blooper,Mario Party DS,BOSS_IN,
Blooper,New Super Mario Bros. 2,BOSS_IN,
Blooper,Mario Party 9,BOSS_IN,
Blooper,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN,
Blooper,Mario Party: Island Tour,BOSS_IN,
Blooper,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN,
Blooper,Mario Party 10,BOSS_IN,
Blooper,Super Mario Maker subseries,BOSS_IN,
Blooper,Mario Party: Star Rush,BOSS_IN,
Blooper,Super Mario Run,BOSS_IN,
Blooper,Mario Party: The Top 100,BOSS_IN,
Blooper,Super Mario Odyssey,BOSS_IN,
Blooper,Super Mario Party,BOSS_IN,
Blooper,Mario Party Superstars,BOSS_IN,
Blooper,Super Mario Party Jamboree,BOSS_IN,
Boom Boom,Super Mario Bros. 3 / Super Mario All-Stars / Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN,
Boom Boom,Super Mario Party,BOSS_IN,
Boom Boom,Super Mario 3D Land,BOSS_IN,
Boom Boom,Super Mario Party Jamboree,BOSS_IN,
Boom Boom,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN,
Boom Boom,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN,
Boom Boom,Super Mario Run,BOSS_IN,
Boom Boom,Super Mario Maker 2,BOSS_IN,
Boss Sumo Bro,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN,Sumo Bro
Boomerang Bro,Super Mario Bros. 3,BOSS_IN,
Boomerang Bro,Mario Kart 8,BOSS_IN,
Boomerang Bro,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN,
Boomerang Bro,Paper Mario: The Thousand-Year Door,BOSS_IN,
Boomerang Bro,New Super Mario Bros.,BOSS_IN,
Boomerang Bro,Mario Kart Tour,BOSS_IN,
Boomerang Bro,Mario & Luigi: Dream Team,BOSS_IN,
Boomerang Bro,Super Paper Mario,BOSS_IN,
Boomerang Bro,New Super Mario Bros. Wii,BOSS_IN,
Boomerang Bro,Mario & Luigi: Paper Jam,BOSS_IN,
Boomerang Bro,Paper Mario: Sticker Star,BOSS_IN,
Boomerang Bro,Super Mario Galaxy 2,BOSS_IN,
Boomerang Bro,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,
Boomerang Bro,Paper Mario: Color Splash,BOSS_IN,
Boomerang Bro,Super Mario 3D Land,BOSS_IN,
Boomerang Bro,Paper Mario: The Origami King,BOSS_IN,
Boomerang Bro,New Super Mario Bros. 2,BOSS_IN,
Boomerang Bro,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN,
Boomerang Bro,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN,
Bowser's Castle,Super Mario Bros. / Super Mario Bros.: The Lost Levels,BOSS_IN,
Bowser's Castle,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN,
Bowser's Castle,Super Mario World 2: Yoshi's Island,BOSS_IN,
Bowser's Castle,Paper Mario,BOSS_IN,
Bowser's Castle,Super Mario Bros. 3,BOSS_IN,
Bowser's Castle,Mario & Luigi: Partners in Time,BOSS_IN,
Bowser's Castle,Yoshi's Story,BOSS_IN,
Bowser's Castle,Paper Mario: The Thousand-Year Door,BOSS_IN,
Bowser's Castle,Super Mario World,BOSS_IN,
Bowser's Castle,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,
Bowser's Castle,Yoshi's Island DS,BOSS_IN,
Bowser's Castle,Super Paper Mario,BOSS_IN,
Bowser's Castle,New Super Mario Bros.,BOSS_IN,
Bowser's Castle,Mario & Luigi: Dream Team,BOSS_IN,
Bowser's Castle,Yoshi's New Island,BOSS_IN,
Bowser's Castle,Paper Mario: Sticker Star,BOSS_IN,
Bowser's Castle,New Super Mario Bros. Wii,BOSS_IN,
Bowser's Castle,Mario & Luigi: Paper Jam,BOSS_IN,
Bowser's Castle,Yoshi's Woolly World / Poochy & Yoshi's Woolly World,BOSS_IN,
Bowser's Castle,Paper Mario: Color Splash,BOSS_IN,
Bowser's Castle,Super Mario Galaxy 2,BOSS_IN,
Bowser's Castle,Mario & Luigi: Brothership,BOSS_IN,
Bowser's Castle,Yoshi's Crafted World,BOSS_IN,
Bowser's Castle,Paper Mario: The Origami King,BOSS_IN,
Bowser's Castle,Super Mario 3D Land,BOSS_IN,
Bowser's Castle,New Super Mario Bros. 2,BOSS_IN,
Bowser's Castle,New Super Mario Bros. U,BOSS_IN,
Bowser's Castle,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN,
Bowser's Castle,Super Mario Maker / Super Mario Maker for Nintendo 3DS,BOSS_IN,
Bowser's Castle,Super Mario Run,BOSS_IN,
Bowser's Castle,Super Mario Odyssey,BOSS_IN,
Bowser's Castle,Super Mario Maker 2,BOSS_IN,
Bowser's Castle,Super Mario Bros. Wonder,BOSS_IN,
Bowser Jr.,Super Mario Sunshine,BOSS_IN,Koopa
Bowser Jr.,Mario Kart: Double Dash!!,BOSS_IN,Koopa
Bowser Jr.,Mario Party DS,BOSS_IN,Koopa
Bowser Jr.,Mario & Luigi: Dream Team,BOSS_IN,Koopa
Bowser Jr.,Super Smash Bros. Brawl,BOSS_IN,Koopa
Bowser Jr.,Paper Mario: Sticker Star,BOSS_IN,Koopa
Bowser Jr.,Mario Golf: Toadstool Tour,BOSS_IN,Koopa
Bowser Jr.,Mario Power Tennis,BOSS_IN,Koopa
Bowser Jr.,Mario & Sonic at the Olympic Winter Games,BOSS_IN,Koopa
Bowser Jr.,New Super Mario Bros.,BOSS_IN,Koopa
Bowser Jr.,Mario Kart Arcade GP/Mario Kart Arcade GP 2,BOSS_IN,Koopa
Bowser Jr.,Mario Party 9,BOSS_IN,Koopa
Bowser Jr.,Mario & Luigi: Paper Jam,BOSS_IN,Koopa
Bowser Jr.,Super Smash Bros. for Nintendo 3DS / Super Smash Bros. for Wii U,BOSS_IN,Koopa
Bowser Jr.,Paper Mario: The Origami King,BOSS_IN,Koopa
Bowser Jr.,Mario Golf: World Tour,BOSS_IN,Koopa
Bowser Jr.,Mario Tennis Open,BOSS_IN,Koopa
Bowser Jr.,Mario & Sonic at the London 2012 Olympic Games,BOSS_IN,Koopa
Bowser Jr.,Super Mario Galaxy,BOSS_IN,Koopa
Bowser Jr.,Mario Kart Wii,BOSS_IN,Koopa
Bowser Jr.,Mario Party: Island Tour,BOSS_IN,Koopa
Bowser Jr.,Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN,Koopa
Bowser Jr.,Super Smash Bros. Ultimate,BOSS_IN,Koopa
Bowser Jr.,Mario Golf: Super Rush,BOSS_IN,Koopa
Bowser Jr.,Mario Tennis: Ultra Smash,BOSS_IN,Koopa
Bowser Jr.,Mario & Sonic at the Sochi 2014 Olympic Winter Games,BOSS_IN,Koopa
Bowser Jr.,New Super Mario Bros. Wii,BOSS_IN,Koopa
Bowser Jr.,Mario Kart Arcade GP DX,BOSS_IN,Koopa
Bowser Jr.,Mario Party 10,BOSS_IN,Koopa
Bowser Jr.,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,Koopa
Bowser Jr.,Mario Tennis Aces,BOSS_IN,Koopa
Bowser Jr.,Mario & Sonic at the Rio 2016 Olympic Games,BOSS_IN,Koopa
Bowser Jr.,Super Mario Galaxy 2,BOSS_IN,Koopa
Bowser Jr.,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN,Koopa
Bowser Jr.,Mario Party: Star Rush,BOSS_IN,Koopa
Bowser Jr.,Mario & Luigi: Brothership,BOSS_IN,Koopa
Bowser Jr.,Mario & Sonic at the Olympic Games Tokyo 2020,BOSS_IN,Koopa
Bowser Jr.,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN,Koopa
Bowser Jr.,Mario Kart Tour,BOSS_IN,Koopa
Bowser Jr.,Mario Party: The Top 100,BOSS_IN,Koopa
Bowser Jr.,Super Mario Maker / Super Mario Maker for Nintendo 3DS,BOSS_IN,Koopa
Bowser Jr.,Mario Kart Live: Home Circuit,BOSS_IN,Koopa
Bowser Jr.,Super Mario Party,BOSS_IN,Koopa
Bowser Jr.,Super Mario Maker 2,BOSS_IN,Koopa
Bowser Jr.,Mario Kart World,BOSS_IN,Koopa
Bowser Jr.,Mario Party Superstars,BOSS_IN,Koopa
Bowser Jr.,Super Mario 3D World + Bowser's Fury,BOSS_IN,Koopa
Bowser Jr.,Super Mario Party Jamboree / Super Mario Party Jamboree – Nintendo Switch 2 Edition + Jamboree TV,BOSS_IN,Koopa
Bowser Jr.,Super Mario Bros. Wonder,BOSS_IN,Koopa
Bowser Statue,Super Mario Bros. 3,BOSS_IN,
Bowser Statue,Mario Kart 64,BOSS_IN,
Bowser Statue,Mario & Luigi: Bowser's Inside Story,BOSS_IN,
Bowser Statue,Super Mario World,BOSS_IN,
Bowser Statue,Mario Kart: Double Dash!!,BOSS_IN,
Bowser Statue,Mario & Luigi: Dream Team,BOSS_IN,
Bowser Statue,New Super Mario Bros.,BOSS_IN,
Bowser Statue,Mario Kart Wii,BOSS_IN,
Bowser Statue,Super Mario Galaxy,BOSS_IN,
Bowser Statue,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN,
Bowser Statue,Super Mario Galaxy 2,BOSS_IN,
Bowser Statue,New Super Mario Bros. 2,BOSS_IN,
Bowser Statue,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN,
Bowser Statue,Super Mario Maker / Super Mario Maker for Nintendo 3DS,BOSS_IN,
Bowser Statue,Super Mario Odyssey,BOSS_IN,
Bowser Statue,Super Mario Maker 2,BOSS_IN,
Bowser Statue,Super Mario Bros. Wonder,BOSS_IN,
Cackletta,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN,Beanish
Cackletta,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,Beanish
Chargin' Chuck,Super Mario World / Super Mario World: Super Mario Advance 2,BOSS_IN,
Chargin' Chuck,Mario Kart Tour,BOSS_IN,
Chargin' Chuck,Super Mario Party,BOSS_IN,
Chargin' Chuck,Mario & Luigi: Paper Jam,BOSS_IN,
Chargin' Chuck,Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN,
Chargin' Chuck,Mario Kart World,BOSS_IN,
Chargin' Chuck,Super Mario Party Jamboree,BOSS_IN,
Chargin' Chuck,Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN,
Chargin' Chuck,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN,
Chargin' Chuck,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,
Chargin' Chuck,Super Mario Odyssey,BOSS_IN,
Cheep Chomp,Super Mario 64 / Super Mario 64 DS,BOSS_IN,
Cheep Chomp,Mario Party: Island Tour,BOSS_IN,
Cheep Chomp,Mario Golf,BOSS_IN,
Cheep Chomp,New Super Mario Bros.,BOSS_IN,
Cheep Chomp,Mario Party 10,BOSS_IN,
Cheep Chomp,Mario Golf: Super Rush,BOSS_IN,
Cheep Chomp,New Super Mario Bros. Wii,BOSS_IN,
Cheep Chomp,Super Mario Party,BOSS_IN,
Cheep Chomp,New Super Mario Bros. 2,BOSS_IN,
Cheep Chomp,Mario Party Superstars,BOSS_IN,
Cheep Chomp,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN,
Cheep Chomp,Super Mario Maker 2,BOSS_IN,
Chain Chomp,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN,
Chain Chomp,Mario Kart 64,BOSS_IN,
Chain Chomp,Mario Party 2,BOSS_IN,
Chain Chomp,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN,
Chain Chomp,Paper Mario,BOSS_IN,
Chain Chomp,Mario Power Tennis / New Play Control! Mario Power Tennis,BOSS_IN,
Chain Chomp,Super Mario 64 / Super Mario 64 DS,BOSS_IN,
Chain Chomp,Mario Kart: Double Dash!!,BOSS_IN,
Chain Chomp,Mario Party 3,BOSS_IN,
Chain Chomp,Mario & Luigi: Partners in Time,BOSS_IN,
Chain Chomp,Paper Mario: The Thousand-Year Door,BOSS_IN,
Chain Chomp,Mario Tennis Aces,BOSS_IN,
Chain Chomp,Super Mario Sunshine,BOSS_IN,
Chain Chomp,Mario Kart DS,BOSS_IN,
Chain Chomp,Mario Party 4,BOSS_IN,
Chain Chomp,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,
Chain Chomp,Super Paper Mario,BOSS_IN,
Chain Chomp,New Super Mario Bros.,BOSS_IN,
Chain Chomp,Mario Kart Wii,BOSS_IN,
Chain Chomp,Mario Party 5,BOSS_IN,
Chain Chomp,Mario & Luigi: Dream Team,BOSS_IN,
Chain Chomp,Paper Mario: Sticker Star,BOSS_IN,
Chain Chomp,Super Mario Galaxy,BOSS_IN,
Chain Chomp,Mario Kart 7,BOSS_IN,
Chain Chomp,Mario Party 6,BOSS_IN,
Chain Chomp,Mario & Luigi: Paper Jam,BOSS_IN,
Chain Chomp,Paper Mario: Color Splash,BOSS_IN,
Chain Chomp,New Super Mario Bros. Wii,BOSS_IN,
Chain Chomp,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN,
Chain Chomp,Mario Party Advance,BOSS_IN,
Chain Chomp,Paper Mario: The Origami King,BOSS_IN,
Chain Chomp,Super Mario Galaxy 2,BOSS_IN,
Chain Chomp,Mario Kart Tour,BOSS_IN,
Chain Chomp,Mario Party 7,BOSS_IN,
Chain Chomp,Super Mario 3D Land,BOSS_IN,
Chain Chomp,Mario Kart Live: Home Circuit,BOSS_IN,
Chain Chomp,Mario Party 8,BOSS_IN,
Chain Chomp,New Super Mario Bros. 2,BOSS_IN,
Chain Chomp,Mario Party 9,BOSS_IN,
Chain Chomp,New Super Mario Bros. U / New Super Luigi U,BOSS_IN,
Chain Chomp,Mario Party: Island Tour,BOSS_IN,
Chain Chomp,Super Mario Maker subseries,BOSS_IN,
Chain Chomp,Mario Party 10,BOSS_IN,
Chain Chomp,Super Mario Odyssey,BOSS_IN,
Chain Chomp,Mario Party: Star Rush,BOSS_IN,
Chain Chomp,Mario Party: The Top 100,BOSS_IN,
Chain Chomp,Super Mario Party,BOSS_IN,
Chain Chomp,Mario Party Superstars,BOSS_IN,
Chain Chomp,Super Mario Party Jamboree,BOSS_IN,
Boo Buddies,Super Mario World,BOSS_IN,
Boo Buddies,New Super Mario Bros. Wii,BOSS_IN,
Boo Buddies,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN,
Boo Buddies,Super Mario Maker / Super Mario Maker for Nintendo 3DS,BOSS_IN,
Boo Buddies,Super Mario Maker 2,BOSS_IN,
Clawgrip,Super Mario Bros. 2,BOSS_IN,Sidestepper
Clawgrip,BS Super Mario USA,BOSS_IN,Sidestepper
Cheep Cheep,Super Mario Bros. / Super Mario Bros.: The Lost Levels,BOSS_IN,
Cheep Cheep,Super Mario Kart,BOSS_IN,
Cheep Cheep,Mario Party,BOSS_IN,
Cheep Cheep,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN,
Cheep Cheep,Paper Mario,BOSS_IN,
Cheep Cheep,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN,
Cheep Cheep,Mario Kart 64,BOSS_IN,
Cheep Cheep,Mario Party 2,BOSS_IN,
Cheep Cheep,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,
Cheep Cheep,Paper Mario: The Thousand-Year Door,BOSS_IN,
Cheep Cheep,Super Mario World / Super Mario World: Super Mario Advance 2,BOSS_IN,
Cheep Cheep,Mario Kart: Super Circuit,BOSS_IN,
Cheep Cheep,Mario Party 3,BOSS_IN,
Cheep Cheep,Mario & Luigi: Paper Jam,BOSS_IN,
Cheep Cheep,Super Paper Mario,BOSS_IN,
Cheep Cheep,Super Mario Land 2: 6 Golden Coins,BOSS_IN,
Cheep Cheep,Mario Kart: Double Dash!!,BOSS_IN,
Cheep Cheep,Mario Party 4,BOSS_IN,
Cheep Cheep,Paper Mario: Sticker Star,BOSS_IN,
Cheep Cheep,Super Mario 64 / Super Mario 64 DS,BOSS_IN,
Cheep Cheep,Mario Kart Arcade GP / Mario Kart Arcade GP 2,BOSS_IN,
Cheep Cheep,Mario Party 5,BOSS_IN,
Cheep Cheep,Paper Mario: Color Splash,BOSS_IN,
Cheep Cheep,Super Mario Sunshine,BOSS_IN,
Cheep Cheep,Mario Kart DS,BOSS_IN,
Cheep Cheep,Mario Party 6,BOSS_IN,
Cheep Cheep,Paper Mario: The Origami King,BOSS_IN,
Cheep Cheep,New Super Mario Bros.,BOSS_IN,
Cheep Cheep,Mario Kart Wii,BOSS_IN,
Cheep Cheep,Mario Party Advance,BOSS_IN,
Cheep Cheep,Super Mario Galaxy,BOSS_IN,
Cheep Cheep,Mario Kart 7,BOSS_IN,
Cheep Cheep,Mario Party 7,BOSS_IN,
Cheep Cheep,New Super Mario Bros. Wii,BOSS_IN,
Cheep Cheep,Mario Kart Arcade GP DX,BOSS_IN,
Cheep Cheep,Mario Party 8,BOSS_IN,
Cheep Cheep,Super Mario Galaxy 2,BOSS_IN,
Cheep Cheep,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN,
Cheep Cheep,Mario Party DS,BOSS_IN,
Cheep Cheep,Super Mario 3D Land,BOSS_IN,
Cheep Cheep,Mario Kart Tour,BOSS_IN,
Cheep Cheep,Mario Party 9,BOSS_IN,
Cheep Cheep,New Super Mario Bros. 2,BOSS_IN,
Cheep Cheep,Mario Kart Live: Home Circuit,BOSS_IN,
Cheep Cheep,Mario Party: Island Tour,BOSS_IN,
Cheep Cheep,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,BOSS_IN,
Cheep Cheep,Mario Kart World,BOSS_IN,
Cheep Cheep,Mario Party 10,BOSS_IN,
Cheep Cheep,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN,
Cheep Cheep,Mario Party: Star Rush,BOSS_IN,
Cheep Cheep,Super Mario Maker series,BOSS_IN,
Cheep Cheep,Super Mario Party,BOSS_IN,
Cheep Cheep,Super Mario Odyssey,BOSS_IN,
Cheep Cheep,Super Mario Party Jamboree,BOSS_IN,
Cheep Cheep,Super Mario Bros. Wonder,BOSS_IN,
Link,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,BOSS_IN,Hylian
Link,Mario Kart 8,BOSS_IN,Hylian
Link,Super Smash Bros.,BOSS_IN,Hylian
Link,Super Mario Maker,BOSS_IN,Hylian
Link,Mario Kart 8 Deluxe,BOSS_IN,Hylian
Link,Super Smash Bros. Melee,BOSS_IN,Hylian
Link,Super Mario Maker 2,BOSS_IN,Hylian
Link,Super Smash Bros. Brawl,BOSS_IN,Hylian
Link,Super Smash Bros. for Nintendo 3DS / Super Smash Bros. for Wii U,BOSS_IN,Hylian
Link,Super Smash Bros. Ultimate,BOSS_IN,Hylian
Dino Piranha,Super Mario Galaxy,BOSS_IN,
Dino Piranha,Super Mario Galaxy 2,BOSS_IN,
Diddy Kong,Super Mario Maker,BOSS_IN,Kong
Diddy Kong,Mario Kart: Double Dash!!,BOSS_IN,Kong
Diddy Kong,Super Smash Bros. Brawl,BOSS_IN,Kong
Diddy Kong,Mario Golf: Toadstool Tour,BOSS_IN,Kong
Diddy Kong,Mario Power Tennis / New Play Control! Mario Power Tennis,BOSS_IN,Kong
Diddy Kong,Mario Superstar Baseball,BOSS_IN,Kong
Diddy Kong,Super Mario Odyssey,BOSS_IN,Kong
Diddy Kong,Mario Kart Arcade GP subseries,BOSS_IN,Kong
Diddy Kong,Super Smash Bros. for Nintendo 3DS / Wii U,BOSS_IN,Kong
Diddy Kong,Mario Golf: World Tour,BOSS_IN,Kong
Diddy Kong,Mario Tennis Open,BOSS_IN,Kong
Diddy Kong,Mario Super Sluggers,BOSS_IN,Kong
Diddy Kong,Mario Kart Wii,BOSS_IN,Kong
Diddy Kong,Super Smash Bros. Ultimate,BOSS_IN,Kong
Diddy Kong,Mario Tennis Aces,BOSS_IN,Kong
Diddy Kong,Mario Kart Tour,BOSS_IN,Kong
Diddy Kong,Mario Kart 8 Deluxe,BOSS_IN,Kong
Don Bongo,Super Smash Bros. Brawl,BOSS_IN,
Don Bongo,Super Smash Bros. Ultimate,BOSS_IN,
Dry Bowser,New Super Mario Bros.,BOSS_IN,Skeletal  Koopa
Dry Bowser,Mario Kart Wii,BOSS_IN,Skeletal  Koopa
Dry Bowser,Mario & Luigi: Paper Jam,BOSS_IN,Skeletal  Koopa
Dry Bowser,Mario Tennis Open,BOSS_IN,Skeletal  Koopa
Dry Bowser,Super Mario 3D Land,BOSS_IN,Skeletal  Koopa
Dry Bowser,Mario Kart Arcade GP DX,BOSS_IN,Skeletal  Koopa
Dry Bowser,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,Skeletal  Koopa
Dry Bowser,Mario Tennis: Ultra Smash,BOSS_IN,Skeletal  Koopa
Dry Bowser,New Super Mario Bros. 2,BOSS_IN,Skeletal  Koopa
Dry Bowser,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN,Skeletal  Koopa
