Boss,Game,Relation,Species
Dry Bowser,Mario Tennis Aces,BOSS_IN,Skeletal  Koopa
Dry Bowser,Mario Kart Tour,BOSS_IN,Skeletal  Koopa
Dry Bones,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,BOSS_IN,
Dry Bones,Mario Kart DS,BOSS_IN,
Dry Bones,Mario Party 7,BOSS_IN,
Dry Bones,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,BOSS_IN,
Dry Bones,Paper Mario,BOSS_IN,
Dry Bones,Super Mario World / Super Mario World: Super Mario Advance 2,BOSS_IN,
Dry Bones,Mario Kart Wii,BOSS_IN,
Dry Bones,Mario Party 8,BOSS_IN,
Dry Bones,Mario & Luigi: Partners in Time,BOSS_IN,
Dry Bones,Paper Mario: The Thousand-Year Door,BOSS_IN,
Dry Bones,New Super Mario Bros.,BOSS_IN,
Dry Bones,Mario Kart 8 / Mario Kart 8 Deluxe,BOSS_IN,
Dry Bones,Mario Party DS,BOSS_IN,
Dry Bones,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,BOSS_IN,
Dry Bones,Super Paper Mario,BOSS_IN,
Dry Bones,Super Mario Galaxy,BOSS_IN,
Dry Bones,Mario Kart Tour,BOSS_IN,
Dry Bones,Mario Party 9,BOSS_IN,
