Enemy,Game,Relation
Hammer Bro,Mario Party 7,ENEMY_IN
Hammer Bro,Mario & Luigi: Brothership,ENEMY_IN
Hammer Bro,Paper Mario: The Origami King,ENEMY_IN
Hammer Bro,Super Mario 3D Land,ENEMY_IN
Hammer Bro,Mario Party 8,ENEMY_IN
Hammer Bro,New Super Mario Bros. 2,ENEMY_IN
Hammer Bro,Mario Party DS,ENEMY_IN
Hammer Bro,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Hammer Bro,Mario Party 9,ENEMY_IN
Hammer Bro,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Hammer Bro,Mario Party: Island Tour,ENEMY_IN
Hammer Bro,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Hammer Bro,Mario Party 10,ENEMY_IN
Hammer Bro,Super Mario Odyssey,ENEMY_IN
Hammer Bro,Mario Party: Star Rush,ENEMY_IN
Hammer Bro,Super Mario Bros. Wonder,ENEMY_IN
Hammer Bro,Mario Party: The Top 100,ENEMY_IN
Hammer Bro,Super Mario Party,ENEMY_IN
Hammer Bro,Mario Party Superstars,ENEMY_IN
Hammer Bro,Super Mario Party Jamboree,ENEMY_IN
Hoopster,Yume Kōjō: Doki Doki Panic / Super Mario Bros. 2,ENEMY_IN
Hoopster,Super Mario All-Stars / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Horned Ant Trooper,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Horned Ant Trooper,Mario & Luigi: Paper Jam,ENEMY_IN
Horned Ant Trooper,Super Mario Maker 2,ENEMY_IN
Horned Ant Trooper,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Hothead,Super Mario World,ENEMY_IN
Hothead,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Hothead,Super Mario Bros. Wonder,ENEMY_IN
Huckit Crab,New Super Mario Bros. Wii,ENEMY_IN
Huckit Crab,Mario Party 9,ENEMY_IN
Huckit Crab,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Huckit Crab,Mario Party: Island Tour,ENEMY_IN
Huckit Crab,Mario Party 10,ENEMY_IN
Huckit Crab,Mario Party: Star Rush,ENEMY_IN
Huckit Crab,Super Mario Party,ENEMY_IN
Huckit Crab,Mario Party Superstars,ENEMY_IN
Huckit Crab,Super Mario Party Jamboree,ENEMY_IN
Ice Bro,New Super Mario Bros. Wii,ENEMY_IN
Ice Bro,Mario Kart Tour,ENEMY_IN
Ice Bro,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Ice Bro,Paper Mario: Sticker Star,ENEMY_IN
Ice Bro,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Ice Bro,Mario Kart 8 Deluxe,ENEMY_IN
Ice Bro,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Ice Bro,Paper Mario: Color Splash,ENEMY_IN
Ice Bro,Mario Kart World,ENEMY_IN
Ice Bro,Mario & Luigi: Brothership,ENEMY_IN
Ice Bro,Paper Mario: The Origami King,ENEMY_IN
Jelectro,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Jelectro,Super Mario Maker series,ENEMY_IN
Jellybeam,New Super Mario Bros. Wii,ENEMY_IN
Jellybeam,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Jellybeam,New Super Mario Bros. U / New Super Mario Bros. U Deluxe,ENEMY_IN
Jellybeam,Mario Kart Tour,ENEMY_IN
Jellybeam,Mario Kart World,ENEMY_IN
Jumping Piranha Plant,Super Mario World,ENEMY_IN
Jumping Piranha Plant,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Jumping Piranha Plant,Super Mario Maker series,ENEMY_IN
King Bill,New Super Mario Bros. Wii,ENEMY_IN
King Bill,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Klepto,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Klepto,Mario Party 3,ENEMY_IN
Klepto,Super Mario Odyssey,ENEMY_IN
Klepto,Mario Party 4,ENEMY_IN
Klepto,Mario Party 5,ENEMY_IN
Klepto,Mario Party 6,ENEMY_IN
Klepto,Mario Party Advance,ENEMY_IN
Klepto,Mario Party 7,ENEMY_IN
Klepto,Mario Party 8,ENEMY_IN
Koopatrol,Paper Mario,ENEMY_IN
Koopatrol,Paper Mario: The Thousand-Year Door,ENEMY_IN
Koopatrol,Super Paper Mario,ENEMY_IN
Koopa Paratroopa,Super Mario Bros.,ENEMY_IN
Koopa Paratroopa,Mario Kart: Super Circuit,ENEMY_IN
Koopa Paratroopa,Mario Party 4,ENEMY_IN
Koopa Paratroopa,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Koopa Paratroopa,Paper Mario,ENEMY_IN
Koopa Paratroopa,Mario Tennis,ENEMY_IN
Koopa Paratroopa,Mario Superstar Baseball,ENEMY_IN
Koopa Paratroopa,Super Mario Bros.: The Lost Levels,ENEMY_IN
Koopa Paratroopa,Mario Kart: Double Dash!!,ENEMY_IN
Koopa Paratroopa,Mario Party 5,ENEMY_IN
Koopa Paratroopa,Mario & Luigi: Partners in Time,ENEMY_IN
Koopa Paratroopa,Paper Mario: The Thousand-Year Door,ENEMY_IN
Koopa Paratroopa,Mario Power Tennis,ENEMY_IN
Koopa Paratroopa,Mario Super Sluggers,ENEMY_IN
Koopa Paratroopa,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Koopa Paratroopa,Mario Kart 7,ENEMY_IN
Koopa Paratroopa,Mario Party 6,ENEMY_IN
Koopa Paratroopa,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Koopa Paratroopa,Super Paper Mario,ENEMY_IN
Koopa Paratroopa,Mario Tennis Aces,ENEMY_IN
Koopa Paratroopa,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Koopa Paratroopa,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Koopa Paratroopa,Mario Party Advance,ENEMY_IN
Koopa Paratroopa,Mario & Luigi: Dream Team,ENEMY_IN
Koopa Paratroopa,Paper Mario: Sticker Star,ENEMY_IN
Koopa Paratroopa,New Super Mario Bros.,ENEMY_IN
Koopa Paratroopa,Mario Party 8,ENEMY_IN
Koopa Paratroopa,Mario & Luigi: Paper Jam,ENEMY_IN
Koopa Paratroopa,Paper Mario: Color Splash,ENEMY_IN
Koopa Paratroopa,New Super Mario Bros. Wii,ENEMY_IN
Koopa Paratroopa,Mario Party: Island Tour,ENEMY_IN
Koopa Paratroopa,Mario & Luigi: Brothership,ENEMY_IN
Koopa Paratroopa,Paper Mario: The Origami King,ENEMY_IN
Koopa Paratroopa,New Super Mario Bros. 2,ENEMY_IN
Koopa Paratroopa,Mario Party: The Top 100,ENEMY_IN
Koopa Paratroopa,New Super Mario Bros. U / New Super Luigi U,ENEMY_IN
Koopa Paratroopa,Super Mario Party,ENEMY_IN
Koopa Paratroopa,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Koopa Paratroopa,Super Mario Party Jamboree,ENEMY_IN
Koopa Paratroopa,Super Mario Maker series,ENEMY_IN
Koopa Paratroopa,Super Mario Run,ENEMY_IN
Koopa Troopa,Super Mario Bros. / Super Mario Bros.: The Lost Levels,ENEMY_IN
Koopa Troopa,Mario Party,ENEMY_IN
Koopa Troopa,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Koopa Troopa,Paper Mario,ENEMY_IN
Koopa Troopa,Super Mario Bros. 2,ENEMY_IN
Koopa Troopa,Mario Party 2,ENEMY_IN
Koopa Troopa,Mario & Luigi: Partners in Time,ENEMY_IN
Koopa Troopa,Paper Mario: The Thousand-Year Door,ENEMY_IN
Koopa Troopa,Super Mario Bros. 3,ENEMY_IN
Koopa Troopa,Mario Party 3,ENEMY_IN
Koopa Troopa,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Koopa Troopa,Super Paper Mario,ENEMY_IN
Koopa Troopa,Super Mario Land,ENEMY_IN
Koopa Troopa,Mario Party 4,ENEMY_IN
Koopa Troopa,Mario & Luigi: Dream Team,ENEMY_IN
Koopa Troopa,Paper Mario: Sticker Star,ENEMY_IN
Koopa Troopa,Super Mario World,ENEMY_IN
Koopa Troopa,Mario Party 5,ENEMY_IN
Koopa Troopa,Mario & Luigi: Paper Jam,ENEMY_IN
Koopa Troopa,Paper Mario: Color Splash,ENEMY_IN
Koopa Troopa,Super Mario Land 2: 6 Golden Coins,ENEMY_IN
Koopa Troopa,Mario Party 6,ENEMY_IN
Koopa Troopa,Mario & Luigi: Brothership,ENEMY_IN
Koopa Troopa,Paper Mario: The Origami King,ENEMY_IN
Koopa Troopa,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Koopa Troopa,Mario Party Advance,ENEMY_IN
Koopa Troopa,Super Mario Sunshine,ENEMY_IN
Koopa Troopa,Mario Party 7,ENEMY_IN
Koopa Troopa,New Super Mario Bros.,ENEMY_IN
Koopa Troopa,Mario Party 8,ENEMY_IN
Koopa Troopa,Super Mario Galaxy,ENEMY_IN
Koopa Troopa,Mario Party DS,ENEMY_IN
Koopa Troopa,New Super Mario Bros. Wii,ENEMY_IN
Koopa Troopa,Mario Party 9,ENEMY_IN
Koopa Troopa,Super Mario Galaxy 2,ENEMY_IN
Koopa Troopa,Mario Party: Island Tour,ENEMY_IN
Koopa Troopa,Super Mario 3D Land,ENEMY_IN
Koopa Troopa,Mario Party 10,ENEMY_IN
Koopa Troopa,New Super Mario Bros. 2,ENEMY_IN
Koopa Troopa,Mario Party: Star Rush,ENEMY_IN
Koopa Troopa,New Super Mario Bros. U,ENEMY_IN
Koopa Troopa,Mario Party: The Top 100,ENEMY_IN
Koopa Troopa,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Koopa Troopa,Super Mario Party,ENEMY_IN
Koopa Troopa,Super Mario Maker series,ENEMY_IN
Koopa Troopa,Mario Party Superstars,ENEMY_IN
Koopa Troopa,Super Mario Run,ENEMY_IN
Koopa Troopa,Super Mario Party Jamboree,ENEMY_IN
Koopa Troopa,Super Mario Odyssey,ENEMY_IN
Koopa Troopa,Super Mario Bros. Wonder,ENEMY_IN
Lava Geyser,Super Mario Galaxy,ENEMY_IN
Lava Geyser,Mario Kart Wii,ENEMY_IN
Lava Geyser,Mario vs. Donkey Kong,ENEMY_IN
Lava Geyser,Mario vs. Donkey Kong,ENEMY_IN
Lava Geyser,New Super Mario Bros. Wii,ENEMY_IN
Lava Geyser,Mario Kart 7,ENEMY_IN
Lava Geyser,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Lava Geyser,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Lava Geyser,Super Mario Galaxy 2,ENEMY_IN
Lava Geyser,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Lava Geyser,Super Mario 3D Land,ENEMY_IN
Lava Geyser,Mario Kart Tour,ENEMY_IN
Lava Geyser,New Super Mario Bros. U,ENEMY_IN
Lava Geyser,Mario Kart World,ENEMY_IN
Lava Geyser,Super Mario 3D World,ENEMY_IN
Lava Geyser,Super Mario Odyssey,ENEMY_IN
Lava Geyser,Super Mario Bros. Wonder,ENEMY_IN
Li'l Sparky,Super Mario World,ENEMY_IN
Li'l Sparky,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Li'l Sparky,Super Mario Bros. Wonder,ENEMY_IN
Lakitu,Super Mario Bros.,ENEMY_IN
Lakitu,Mario Kart 7,ENEMY_IN
Lakitu,Mario Party,ENEMY_IN
Lakitu,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Lakitu,Paper Mario,ENEMY_IN
Lakitu,Mario & Sonic at the Olympic Games,ENEMY_IN
Lakitu,Super Mario Bros.: The Lost Levels,ENEMY_IN
Lakitu,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Lakitu,Mario Party 2,ENEMY_IN
Lakitu,Mario & Luigi: Partners in Time,ENEMY_IN
Lakitu,Paper Mario: The Thousand-Year Door,ENEMY_IN
Lakitu,Mario & Sonic at the Olympic Winter Games,ENEMY_IN
Lakitu,Super Mario Bros. (Game & Watch),ENEMY_IN
Lakitu,Mario Kart Arcade GP DX,ENEMY_IN
Lakitu,Mario Party 3,ENEMY_IN
Lakitu,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Lakitu,Super Paper Mario,ENEMY_IN
Lakitu,Mario & Sonic at the London 2012 Olympic Games,ENEMY_IN
Lakitu,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Lakitu,Mario Kart Tour,ENEMY_IN
Lakitu,Mario Party 4,ENEMY_IN
Lakitu,Mario & Luigi: Dream Team,ENEMY_IN
Lakitu,Paper Mario: Sticker Star,ENEMY_IN
Lakitu,Mario & Sonic at the Sochi 2014 Olympic Winter Games,ENEMY_IN
Lakitu,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Lakitu,Mario Kart World,ENEMY_IN
Lakitu,Mario Party-e,ENEMY_IN
Lakitu,Mario & Luigi: Paper Jam,ENEMY_IN
Lakitu,Paper Mario: Color Splash,ENEMY_IN
Lakitu,Mario & Sonic at the Rio 2016 Olympic Games,ENEMY_IN
Lakitu,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Lakitu,Mario Party 5,ENEMY_IN
Lakitu,Mario & Luigi: Brothership,ENEMY_IN
Lakitu,Mario & Sonic at the Olympic Games Tokyo 2020,ENEMY_IN
Lakitu,New Super Mario Bros.,ENEMY_IN
Lakitu,Mario Party 6,ENEMY_IN
Lakitu,New Super Mario Bros. Wii,ENEMY_IN
Lakitu,Mario Party Advance,ENEMY_IN
Lakitu,Super Mario Galaxy 2,ENEMY_IN
Lakitu,Mario Party 7,ENEMY_IN
Lakitu,New Super Mario Bros. 2,ENEMY_IN
Lakitu,Mario Party 8,ENEMY_IN
Lakitu,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Lakitu,Mario Party 9,ENEMY_IN
Lakitu,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Lakitu,Mario Party: Island Tour,ENEMY_IN
Lakitu,Super Mario Run,ENEMY_IN
Lakitu,Mario Party 10,ENEMY_IN
Lakitu,Super Mario Odyssey,ENEMY_IN
Lakitu,Mario Party: Star Rush,ENEMY_IN
Lakitu,Super Mario Bros. Wonder,ENEMY_IN
Lakitu,Mario Party: The Top 100,ENEMY_IN
Lakitu,Super Mario Party,ENEMY_IN
Lakitu,Mario Party Superstars,ENEMY_IN
Lakitu,Super Mario Party Jamboree,ENEMY_IN
Little Mouser,Mario Party Advance,ENEMY_IN
Little Mouser,Paper Mario,ENEMY_IN
Little Mouser,Mario Party 8,ENEMY_IN
Little Mouser,Paper Mario: The Thousand-Year Door,ENEMY_IN
Lava Bubble,Super Mario Bros.,ENEMY_IN
Lava Bubble,Mario Party,ENEMY_IN
Lava Bubble,Mario vs. Donkey Kong,ENEMY_IN
Lava Bubble,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Lava Bubble,Paper Mario,ENEMY_IN
Lava Bubble,Mario Golf (Nintendo 64),ENEMY_IN
Lava Bubble,Mario vs. Donkey Kong,ENEMY_IN
Lava Bubble,Super Mario Bros. 3,ENEMY_IN
Lava Bubble,Mario Party 2 / Mario Party Superstars,ENEMY_IN
Lava Bubble,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Lava Bubble,Mario & Luigi: Dream Team,ENEMY_IN
Lava Bubble,Paper Mario: The Thousand-Year Door,ENEMY_IN
Lava Bubble,Mario Golf: Super Rush,ENEMY_IN
Lava Bubble,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Lava Bubble,Super Mario World,ENEMY_IN
Lava Bubble,Mario Party 3,ENEMY_IN
Lava Bubble,Super Paper Mario,ENEMY_IN
Lava Bubble,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Lava Bubble,Mario Party 4,ENEMY_IN
Lava Bubble,Paper Mario: Sticker Star,ENEMY_IN
Lava Bubble,New Super Mario Bros.,ENEMY_IN
Lava Bubble,Mario Party 5 / Mario Party: The Top 100,ENEMY_IN
Lava Bubble,Paper Mario: Color Splash,ENEMY_IN
Lava Bubble,Super Mario Galaxy,ENEMY_IN
Lava Bubble,Mario Party 6,ENEMY_IN
Lava Bubble,Paper Mario: The Origami King,ENEMY_IN
Lava Bubble,New Super Mario Bros. Wii,ENEMY_IN
Lava Bubble,Mario Party Advance,ENEMY_IN
Lava Bubble,Super Mario Galaxy 2,ENEMY_IN
Lava Bubble,Mario Party 8,ENEMY_IN
Lava Bubble,Super Mario 3D Land,ENEMY_IN
Lava Bubble,Mario Party 9,ENEMY_IN
Lava Bubble,New Super Mario Bros. 2,ENEMY_IN
Lava Bubble,Mario Party: Island Tour,ENEMY_IN
Lava Bubble,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Lava Bubble,Mario Party 10,ENEMY_IN
Lava Bubble,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Lava Bubble,Mario Party: Star Rush,ENEMY_IN
Lava Bubble,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Lava Bubble,Super Mario Party Jamboree,ENEMY_IN
Lava Bubble,Super Mario Run,ENEMY_IN
Lava Bubble,Super Mario Odyssey,ENEMY_IN
Lava Bubble,Super Mario Maker 2,ENEMY_IN
Lava Bubble,Super Mario Bros. Wonder,ENEMY_IN
Magmaargh,Super Mario Galaxy 2,ENEMY_IN
Magmaargh,Mario Party: Star Rush,ENEMY_IN
Magmaargh,Super Mario 3D Land,ENEMY_IN
Magmaargh,Super Mario Party Jamboree,ENEMY_IN
Magmaargh,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Manta,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Manta,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Manta,Super Mario Sunshine,ENEMY_IN
Manta,Mario Kart Tour,ENEMY_IN
Manta,Super Mario Galaxy,ENEMY_IN
Manta,New Super Mario Bros. Wii,ENEMY_IN
Magikoopa,Super Mario World,ENEMY_IN
Magikoopa,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Magikoopa,Paper Mario,ENEMY_IN
Magikoopa,Super Mario World 2: Yoshi's Island,ENEMY_IN
Magikoopa,Mario & Luigi: Partners in Time,ENEMY_IN
Magikoopa,Paper Mario: The Thousand-Year Door,ENEMY_IN
Magikoopa,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Magikoopa,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Magikoopa,Super Paper Mario,ENEMY_IN
Magikoopa,Super Mario Galaxy,ENEMY_IN
Magikoopa,Mario & Luigi: Dream Team,ENEMY_IN
Magikoopa,Paper Mario: Sticker Star,ENEMY_IN
Magikoopa,Super Mario Galaxy 2,ENEMY_IN
Magikoopa,Mario & Luigi: Brothership,ENEMY_IN
Magikoopa,Super Mario 3D Land,ENEMY_IN
Magikoopa,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Magikoopa,Super Mario Maker series,ENEMY_IN
Maw-Ray,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Maw-Ray,Mario Kart Wii,ENEMY_IN
Maw-Ray,New Super Mario Bros.,ENEMY_IN
Maw-Ray,Mario Kart 7,ENEMY_IN
Maw-Ray,Super Mario Odyssey,ENEMY_IN
Maw-Ray,Mario Kart Arcade GP DX,ENEMY_IN
Maw-Ray,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Maw-Ray,Mario Kart Tour,ENEMY_IN
Mecha Cheep,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Mecha Cheep,Mario Kart Tour,ENEMY_IN
Mega Dry Bones,New Super Mario Bros.,ENEMY_IN
Mega Dry Bones,Mario Party: Island Tour,ENEMY_IN
Mega Dry Bones,New Super Mario Bros. Wii,ENEMY_IN
Mega Dry Bones,Mario Party: Star Rush,ENEMY_IN
Mega Dry Bones,New Super Mario Bros. 2,ENEMY_IN
Mega Dry Bones,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Mega Dry Bones,Super Mario Maker series,ENEMY_IN
Mechakoopa,Super Mario World,ENEMY_IN
Mechakoopa,Mario Kart: Super Circuit,ENEMY_IN
Mechakoopa,Mario Party 5,ENEMY_IN
Mechakoopa,Mario & Luigi: Superstar Saga,ENEMY_IN
Mechakoopa,Super Mario Galaxy,ENEMY_IN
Mechakoopa,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Mechakoopa,Mario Party Advance,ENEMY_IN
Mechakoopa,Mario & Luigi: Dream Team,ENEMY_IN
Mechakoopa,New Super Mario Bros. Wii,ENEMY_IN
Mechakoopa,Mario Party 7,ENEMY_IN
Mechakoopa,Mario & Luigi: Paper Jam,ENEMY_IN
Mechakoopa,Super Mario Galaxy 2,ENEMY_IN
Mechakoopa,Mario Party 9,ENEMY_IN
Mechakoopa,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Mechakoopa,New Super Mario Bros. U / New Super Mario Bros. U Deluxe,ENEMY_IN
Mechakoopa,Mario Party 10,ENEMY_IN
Mechakoopa,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Mechakoopa,Super Mario Maker 2,ENEMY_IN
Mechakoopa,Super Mario Party,ENEMY_IN
Mechakoopa,Super Mario Bros. Wonder,ENEMY_IN
Mechakoopa,Super Mario Party Jamboree,ENEMY_IN
Mega Bob-omb,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Mega Bob-omb,Mario & Luigi: Dream Team,ENEMY_IN
Mega Bob-omb,Super Mario Maker 2,ENEMY_IN
Mega Bob-omb,Mario & Luigi: Paper Jam,ENEMY_IN
Mega Rocky Wrench,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Mega Rocky Wrench,Super Mario Maker 2,ENEMY_IN
Mega Mole,Super Mario World,ENEMY_IN
Mega Mole,Super Mario World: Super Mario Advance 2,ENEMY_IN
Mega Wiggler,New Super Mario Bros.,ENEMY_IN
Mega Wiggler,New Super Mario Bros. Wii,ENEMY_IN
Mega Wiggler,Super Mario Galaxy 2,ENEMY_IN
Mega Wiggler,New Super Mario Bros. U / New Super Luigi U,ENEMY_IN
Mega Wiggler,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Mega Wiggler,Super Mario Maker 2,ENEMY_IN
Meteor,Super Mario Galaxy,ENEMY_IN
Meteor,Super Mario Galaxy 2,ENEMY_IN
Mr. Blizzard,Mario Party 3,ENEMY_IN
Mr. Blizzard,Mario Party 4,ENEMY_IN
Mr. Blizzard,Mario Party 5,ENEMY_IN
Mr. Blizzard,Mario Party 6,ENEMY_IN
Mr. Blizzard,Mario Party Advance,ENEMY_IN
Mr. Blizzard,Mario Party 7,ENEMY_IN
Mr. Blizzard,Mario Party 8,ENEMY_IN
Mr. Blizzard,Mario Party 9,ENEMY_IN
Mr. Blizzard,Mario Party: Island Tour,ENEMY_IN
Mr. Blizzard,Mario Party: The Top 100,ENEMY_IN
Mummy,Luigi's Mansion: Dark Moon,ENEMY_IN
Mummy,Luigi's Mansion 3,ENEMY_IN
Mr. I,Mario Party 2,ENEMY_IN
Mr. I,Mario Party 3,ENEMY_IN
Mr. I,Mario Party 5,ENEMY_IN
Mr. I,Mario Party Advance,ENEMY_IN
Mr. I,Mario Party 8,ENEMY_IN
Mr. I,Mario Party Superstars,ENEMY_IN
Muncher,Super Mario Bros. 3,ENEMY_IN
Muncher,Super Smash Bros. Brawl,ENEMY_IN
Muncher,Super Mario World,ENEMY_IN
Muncher,Super Smash Bros. Ultimate,ENEMY_IN
Muncher,New Super Mario Bros. Wii,ENEMY_IN
Muncher,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Muncher,Super Mario Maker series,ENEMY_IN
Muncher,Super Mario Run,ENEMY_IN
Muncher,Super Mario Bros. Wonder,ENEMY_IN
Monty Mole,Super Mario World,ENEMY_IN
Monty Mole,Super Mario Kart,ENEMY_IN
Monty Mole,Mario Party 3,ENEMY_IN
Monty Mole,Mario & Luigi: Partners in Time,ENEMY_IN
Monty Mole,Paper Mario,ENEMY_IN
Monty Mole,Mario Power Tennis,ENEMY_IN
Monty Mole,Super Mario All-Stars / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Monty Mole,Mario Kart 64,ENEMY_IN
Monty Mole,Mario Party 5,ENEMY_IN
Monty Mole,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Monty Mole,Paper Mario: The Origami King,ENEMY_IN
Monty Mole,Mario Tennis Aces,ENEMY_IN
Monty Mole,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Monty Mole,Mario Kart DS,ENEMY_IN
Monty Mole,Mario Party 6,ENEMY_IN
Monty Mole,Mario & Luigi: Dream Team,ENEMY_IN
Monty Mole,Super Mario Sunshine,ENEMY_IN
Monty Mole,Mario Kart Wii,ENEMY_IN
Monty Mole,Mario Party Advance,ENEMY_IN
Monty Mole,Mario & Luigi: Paper Jam,ENEMY_IN
Monty Mole,New Super Mario Bros.,ENEMY_IN
Monty Mole,Mario Kart 7,ENEMY_IN
Monty Mole,Mario Party 7,ENEMY_IN
Monty Mole,New Super Mario Bros. Wii,ENEMY_IN
Monty Mole,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Monty Mole,Mario Party 8,ENEMY_IN
Monty Mole,Super Mario 3D Land,ENEMY_IN
Monty Mole,Mario Kart Tour,ENEMY_IN
Monty Mole,Mario Party DS,ENEMY_IN
Monty Mole,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Monty Mole,Mario Kart World,ENEMY_IN
Monty Mole,Mario Party 9,ENEMY_IN
Monty Mole,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Monty Mole,Mario Party: Island Tour,ENEMY_IN
Monty Mole,Super Mario Maker 2,ENEMY_IN
Monty Mole,Mario Party 10,ENEMY_IN
Monty Mole,Game & Watch: Super Mario Bros.,ENEMY_IN
Monty Mole,Mario Party: Star Rush,ENEMY_IN
Monty Mole,Mario Party: The Top 100,ENEMY_IN
Monty Mole,Super Mario Party,ENEMY_IN
Monty Mole,Mario Party Superstars,ENEMY_IN
Monty Mole,Super Mario Party Jamboree,ENEMY_IN
Nitpicker,Donkey Kong Jr.,ENEMY_IN
Nitpicker,Donkey Kong Jr. Math,ENEMY_IN
Nitpicker,Donkey Kong (Game Boy),ENEMY_IN
Ninji,Yume Kōjō: Doki Doki Panic / Super Mario Bros. 2,ENEMY_IN
