Character,Game,Relation,Species
Donkey Kong,Picross NP Vol. 8,CHARACTER_IN,Kong
Donkey Kong,Mario Tennis,CHARACTER_IN,Kong
Donkey Kong,Donkey Kong Country,CHARACTER_IN,Kong
Donkey Kong,Mario Party 3,CHARACTER_IN,Kong
Donkey Kong,Mario Kart: Super Circuit,CHARACTER_IN,Kong
Donkey Kong,Super Smash Bros. Melee,CHARACTER_IN,Kong
Donkey Kong,Mario Party 4,CHARACTER_IN,Kong
Donkey Kong,Donkey Kong Country,CHARACTER_IN,Kong
Donkey Kong,"WarioWare, Inc.: Mega Microgames!",CHARACTER_IN,Kong
Donkey Kong,Mario Golf: Toadstool Tour,CHARACTER_IN,Kong
Donkey Kong,Mario Kart: Double Dash!!,CHARACTER_IN,Kong
Donkey Kong,Mario Party 5,CHARACTER_IN,Kong
Donkey Kong,Donkey Konga,CHARACTER_IN,Kong
Donkey Kong,Mario vs. Donkey Kong,CHARACTER_IN,Kong
Donkey Kong,Donkey Kong Country 2,CHARACTER_IN,Kong
Donkey Kong,Donkey Konga 2,CHARACTER_IN,Kong
Donkey Kong,"Donkey Kong, Donkey Kong Junior, Mario Bros.",CHARACTER_IN,Kong
Donkey Kong,Mario Power Tennis,CHARACTER_IN,Kong
Donkey Kong,Mario Party 6,CHARACTER_IN,Kong
Donkey Kong,DK: King of Swing,CHARACTER_IN,Kong
Donkey Kong,Yakuman DS,CHARACTER_IN,Kong
Donkey Kong,Donkey Konga 3 JP,CHARACTER_IN,Kong
Donkey Kong,Donkey Kong Jungle Beat,CHARACTER_IN,Kong
Donkey Kong,Mario Superstar Baseball,CHARACTER_IN,Kong
Donkey Kong,Mario Kart Arcade GP,CHARACTER_IN,Kong
Donkey Kong,Donkey Kong Country 3,CHARACTER_IN,Kong
Donkey Kong,Mario Party 7,CHARACTER_IN,Kong
Donkey Kong,Mario Kart DS,CHARACTER_IN,Kong
Donkey Kong,Tetris DS,CHARACTER_IN,Kong
Donkey Kong,Mario Hoops 3-on-3,CHARACTER_IN,Kong
Donkey Kong,Mario vs. Donkey Kong 2: March of the Minis,CHARACTER_IN,Kong
Donkey Kong,Super Mario Strikers,CHARACTER_IN,Kong
Donkey Kong,Mario Kart Arcade GP 2,CHARACTER_IN,Kong
Donkey Kong,Mario Strikers Charged,CHARACTER_IN,Kong
Donkey Kong,Mario Party 8,CHARACTER_IN,Kong
Donkey Kong,Donkey Kong Barrel Blast,CHARACTER_IN,Kong
Donkey Kong,DK: Jungle Climber,CHARACTER_IN,Kong
Donkey Kong,Mario Party DS,CHARACTER_IN,Kong
Donkey Kong,Super Smash Bros. Brawl,CHARACTER_IN,Kong
Donkey Kong,Mario Kart Wii,CHARACTER_IN,Kong
Donkey Kong,Mario Super Sluggers,CHARACTER_IN,Kong
Donkey Kong,New Play Control! Mario Power Tennis,CHARACTER_IN,Kong
Donkey Kong,Punch-Out!!,CHARACTER_IN,Kong
Donkey Kong,Mario vs. Donkey Kong: Minis March Again!,CHARACTER_IN,Kong
Donkey Kong,Donkey Kong Country Returns,CHARACTER_IN,Kong
Donkey Kong,Mario Sports Mix,CHARACTER_IN,Kong
Donkey Kong,Mario vs. Donkey Kong: Mini-Land Mayhem!,CHARACTER_IN,Kong
Donkey Kong,Fortune Street,CHARACTER_IN,Kong
Donkey Kong,Mario Kart 7,CHARACTER_IN,Kong
Donkey Kong,Mario Party 9,CHARACTER_IN,Kong
Donkey Kong,Mario Tennis Open,CHARACTER_IN,Kong
Donkey Kong,Club Nintendo Picross,CHARACTER_IN,Kong
Donkey Kong,NES Remix,CHARACTER_IN,Kong
Donkey Kong,Donkey Kong Country Returns 3D,CHARACTER_IN,Kong
Donkey Kong,Mario and Donkey Kong: Minis on the Move,CHARACTER_IN,Kong
Donkey Kong,Donkey Kong Country: Tropical Freeze,CHARACTER_IN,Kong
Donkey Kong,NES Remix 2,CHARACTER_IN,Kong
Donkey Kong,Mario Golf: World Tour,CHARACTER_IN,Kong
Donkey Kong,Mario Kart 8,CHARACTER_IN,Kong
Donkey Kong,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Kong
Donkey Kong,Club Nintendo Picross+,CHARACTER_IN,Kong
Donkey Kong,Super Smash Bros. for Wii U,CHARACTER_IN,Kong
Donkey Kong,Mario vs. Donkey Kong: Tipping Stars,CHARACTER_IN,Kong
Donkey Kong,Mario Party 10,CHARACTER_IN,Kong
Donkey Kong,Super Mario Maker,CHARACTER_IN,Kong
Donkey Kong,Skylanders: SuperChargers,CHARACTER_IN,Kong
Donkey Kong,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Kong
Donkey Kong,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Kong
Donkey Kong,Mini Mario & Friends: amiibo Challenge,CHARACTER_IN,Kong
Donkey Kong,Minecraft: Wii U Edition,CHARACTER_IN,Kong
Donkey Kong,Mario Party: Star Rush,CHARACTER_IN,Kong
Donkey Kong,Skylanders: Imaginators,CHARACTER_IN,Kong
Donkey Kong,Mario Sports Superstars,CHARACTER_IN,Kong
Donkey Kong,Mario Kart 8 Deluxe,CHARACTER_IN,Kong
Donkey Kong,Minecraft: Nintendo Switch Edition,CHARACTER_IN,Kong
Donkey Kong,Mario + Rabbids Kingdom Battle,CHARACTER_IN,Kong
Donkey Kong,Super Mario Odyssey,CHARACTER_IN,Kong
Donkey Kong,Mario Party: The Top 100,CHARACTER_IN,Kong
Donkey Kong,Donkey Kong Country: Tropical Freeze,CHARACTER_IN,Kong
Donkey Kong,Minecraft: New Nintendo 3DS Edition,CHARACTER_IN,Kong
Donkey Kong,Minecraft: Bedrock Edition,CHARACTER_IN,Kong
Donkey Kong,Mario Tennis Aces,CHARACTER_IN,Kong
Donkey Kong,Super Mario Party,CHARACTER_IN,Kong
Donkey Kong,Super Smash Bros. Ultimate,CHARACTER_IN,Kong
Donkey Kong,Mario Kart Tour,CHARACTER_IN,Kong
Donkey Kong,Dr. Mario World,CHARACTER_IN,Kong
Donkey Kong,Mario & Sonic at the Olympic Games Tokyo 2020,CHARACTER_IN,Kong
Donkey Kong,Clubhouse Games: 51 Worldwide Classics,CHARACTER_IN,Kong
Donkey Kong,Paper Mario: The Origami King,CHARACTER_IN,Kong
Donkey Kong,Mario Golf: Super Rush,CHARACTER_IN,Kong
Donkey Kong,WarioWare: Get It Together!,CHARACTER_IN,Kong
Donkey Kong,Mario Party Superstars,CHARACTER_IN,Kong
Donkey Kong,Mario Strikers: Battle League,CHARACTER_IN,Kong
Donkey Kong,Mario vs. Donkey Kong,CHARACTER_IN,Kong
Donkey Kong,Nintendo World Championships: NES Edition,CHARACTER_IN,Kong
Donkey Kong,Super Mario Party Jamboree,CHARACTER_IN,Kong
Donkey Kong,Donkey Kong Country Returns HD,CHARACTER_IN,Kong
Donkey Kong,Mario Kart World,CHARACTER_IN,Kong
Dribble,"WarioWare, Inc.: Mega Microgame$!",CHARACTER_IN,Bulldog;Cat
Dribble,"WarioWare, Inc.: Mega Party Game$!",CHARACTER_IN,Bulldog;Cat
Dribble,WarioWare: Twisted!,CHARACTER_IN,Bulldog;Cat
Dribble,WarioWare: Touched!,CHARACTER_IN,Bulldog;Cat
Dribble,WarioWare: Smooth Moves,CHARACTER_IN,Bulldog;Cat
Dribble,Super Smash Bros. Brawl,CHARACTER_IN,Bulldog;Cat
Dribble,Paper Airplane Chase,CHARACTER_IN,Bulldog;Cat
Dribble,WarioWare: D.I.Y. Showcase,CHARACTER_IN,Bulldog;Cat
Dribble,Game & Wario,CHARACTER_IN,Bulldog;Cat
Dribble,Nintendo Badge Arcade,CHARACTER_IN,Bulldog;Cat
Dribble,Rhythm Heaven Megamix,CHARACTER_IN,Bulldog;Cat
Dribble,WarioWare Gold,CHARACTER_IN,Bulldog;Cat
Dribble,Super Smash Bros. Ultimate,CHARACTER_IN,Bulldog;Cat
Dribble,WarioWare: Get It Together!,CHARACTER_IN,Bulldog;Cat
Dribble,Tetris 99,CHARACTER_IN,Bulldog;Cat
Dribble,WarioWare: Move It!,CHARACTER_IN,Bulldog;Cat
Dry Bowser,New Super Mario Bros.,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario Kart Wii,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Super Mario 3D Land,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario Tennis Open,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,New Super Mario Bros. 2,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario & Sonic at the Sochi 2014 Olympic Winter Games,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario Party: Island Tour,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario Kart Arcade GP DX,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario Party 10,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Animal Crossing × Mario Kart 8 ( Mario Kart 8 DLC ),CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Puzzle & Dragons: Super Mario Bros. Edition,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario Tennis: Ultra Smash,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario & Luigi: Paper Jam,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario Sports Superstars,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario Kart 8 Deluxe,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Super Smash Bros. Ultimate,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario Tennis Aces (version 3.1.0),CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Mario Kart Tour,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Dr. Mario World,CHARACTER_IN,Skeletal  Koopa
Dry Bowser,Minecraft: Bedrock Edition (The Wild Update),CHARACTER_IN,Skeletal  Koopa
Eggman Nega,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Human
Eggman Nega,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Human
Eggman Nega,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Human
Eggman Nega,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Human
Eggman Nega,Mario & Sonic at the Sochi 2014 Olympic Winter Games,CHARACTER_IN,Human
Eggman Nega,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Human
Eggman Nega,Mario & Sonic at the Olympic Games Tokyo 2020,CHARACTER_IN,Human
F.L.U.D.D.,Super Mario Sunshine,CHARACTER_IN,Robot
F.L.U.D.D.,Mario Power Tennis,CHARACTER_IN,Robot
F.L.U.D.D.,WarioWare: Smooth Moves,CHARACTER_IN,Robot
F.L.U.D.D.,Super Smash Bros. Brawl,CHARACTER_IN,Robot
F.L.U.D.D.,New Play Control! Mario Power Tennis,CHARACTER_IN,Robot
F.L.U.D.D.,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Robot
F.L.U.D.D.,Super Smash Bros. for Wii U,CHARACTER_IN,Robot
F.L.U.D.D.,Minecraft: Wii U Edition,CHARACTER_IN,Robot
F.L.U.D.D.,Minecraft: Nintendo Switch Edition,CHARACTER_IN,Robot
F.L.U.D.D.,Minecraft: New Nintendo 3DS Edition,CHARACTER_IN,Robot
F.L.U.D.D.,Minecraft: Bedrock Edition,CHARACTER_IN,Robot
F.L.U.D.D.,WarioWare Gold,CHARACTER_IN,Robot
F.L.U.D.D.,Super Smash Bros. Ultimate,CHARACTER_IN,Robot
F.L.U.D.D.,Super Mario 3D All-Stars,CHARACTER_IN,Robot
Fawful,Mario & Luigi: Superstar Saga,CHARACTER_IN,Beanish
Fawful,Mario & Luigi: Partners in Time,CHARACTER_IN,Beanish
Fawful,Mario & Luigi: Bowser's Inside Story,CHARACTER_IN,Beanish
Fawful,Mario & Luigi: Superstar Saga + Bowser's Minions,CHARACTER_IN,Beanish
Fawful,Super Smash Bros. Ultimate,CHARACTER_IN,Beanish
Fawful,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,CHARACTER_IN,Beanish
Foreman Spike,Wrecking Crew,CHARACTER_IN,Human
Foreman Spike,Wrecking Crew '98,CHARACTER_IN,Human
Foreman Spike,Mobile Golf,CHARACTER_IN,Human
Foreman Spike,NES Remix,CHARACTER_IN,Human
Foreman Spike,NES Remix Pack,CHARACTER_IN,Human
Foreman Spike,Super Mario Maker,CHARACTER_IN,Human
Foreman Spike,WarioWare Gold,CHARACTER_IN,Human
Funky Kong,Donkey Kong Country,CHARACTER_IN,Kong
Funky Kong,Donkey Kong Country 2: Diddy's Kong Quest,CHARACTER_IN,Kong
Funky Kong,Donkey Kong Land 2,CHARACTER_IN,Kong
Funky Kong,Donkey Kong Country 3: Dixie Kong's Double Trouble!,CHARACTER_IN,Kong
Funky Kong,Donkey Kong 64,CHARACTER_IN,Kong
Funky Kong,Picross NP Vol. 8,CHARACTER_IN,Kong
Funky Kong,Donkey Kong Country,CHARACTER_IN,Kong
Funky Kong,Donkey Kong Country,CHARACTER_IN,Kong
Funky Kong,Donkey Kong Country 2,CHARACTER_IN,Kong
Funky Kong,Donkey Konga 2,CHARACTER_IN,Kong
Funky Kong,DK: King of Swing,CHARACTER_IN,Kong
Funky Kong,Donkey Konga 3 JP,CHARACTER_IN,Kong
Funky Kong,Donkey Kong Country 3,CHARACTER_IN,Kong
Funky Kong,Donkey Kong Barrel Blast,CHARACTER_IN,Kong
Funky Kong,DK: Jungle Climber,CHARACTER_IN,Kong
Funky Kong,Super Smash Bros. Brawl,CHARACTER_IN,Kong
Funky Kong,Mario Kart Wii,CHARACTER_IN,Kong
Funky Kong,Mario Super Sluggers,CHARACTER_IN,Kong
Funky Kong,Donkey Kong Country: Tropical Freeze,CHARACTER_IN,Kong
Funky Kong,Super Smash Bros. for Nintendo 3DS / Wii U,CHARACTER_IN,Kong
Funky Kong,Donkey Kong Country: Tropical Freeze,CHARACTER_IN,Kong
Funky Kong,Super Smash Bros. Ultimate,CHARACTER_IN,Kong
Funky Kong,Mario Kart Tour,CHARACTER_IN,Kong
Funky Kong,Mario Kart 8 Deluxe (version 3.0.0),CHARACTER_IN,Kong
Geno,Super Mario RPG: Legend of the Seven Stars,CHARACTER_IN,Star
Geno,Mario & Luigi: Superstar Saga,CHARACTER_IN,Star
Geno,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Star
Geno,Super Smash Bros. for Wii U,CHARACTER_IN,Star
Geno,Super Smash Bros. Ultimate,CHARACTER_IN,Star
Geno,Tetris 99,CHARACTER_IN,Star
Geno,Super Mario RPG,CHARACTER_IN,Star
Gooigi,Luigi's Mansion,CHARACTER_IN,
Gooigi,Super Smash Bros. Ultimate,CHARACTER_IN,
Gooigi,Tetris 99,CHARACTER_IN,
Gooigi,Luigi's Mansion 3,CHARACTER_IN,
Gooper Blooper,Super Mario Sunshine,CHARACTER_IN,Blooper;Poison Blooper
Gooper Blooper,Mario Golf: Toadstool Tour,CHARACTER_IN,Blooper;Poison Blooper
Gooper Blooper,Mario Golf: Advance Tour,CHARACTER_IN,Blooper;Poison Blooper
Gooper Blooper,Mario Power Tennis,CHARACTER_IN,Blooper;Poison Blooper
Gooper Blooper,Super Princess Peach,CHARACTER_IN,Blooper;Poison Blooper
Gooper Blooper,Mario Hoops 3-on-3,CHARACTER_IN,Blooper;Poison Blooper
Gooper Blooper,Mario Super Sluggers,CHARACTER_IN,Blooper;Poison Blooper
Gooper Blooper,New Play Control! Mario Power Tennis,CHARACTER_IN,Blooper;Poison Blooper
Gooper Blooper,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Blooper;Poison Blooper
Gooper Blooper,Paper Mario: Sticker Star,CHARACTER_IN,Blooper;Poison Blooper
Gooper Blooper,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Blooper;Poison Blooper
Gooper Blooper,Mario Tennis Aces,CHARACTER_IN,Blooper;Poison Blooper
Gooper Blooper,Paper Mario: The Origami King,CHARACTER_IN,Blooper;Poison Blooper
Gooper Blooper,Super Mario 3D All-Stars,CHARACTER_IN,Blooper;Poison Blooper
Hint Toad,Super Mario Galaxy,CHARACTER_IN,Toad
Hint Toad,Super Mario Galaxy 2,CHARACTER_IN,Toad
Hint Toad,Captain Toad: Treasure Tracker,CHARACTER_IN,Toad
Hint Toad,Super Smash Bros. for Wii U,CHARACTER_IN,Toad
Hint Toad,Super Mario Odyssey,CHARACTER_IN,Toad
Hint Toad,Captain Toad: Treasure Tracker,CHARACTER_IN,Toad
Hint Toad,Super Smash Bros. Ultimate,CHARACTER_IN,Toad
Hint Toad,Super Mario 3D World + Bowser's Fury,CHARACTER_IN,Toad
Honey Queen,Super Mario Galaxy,CHARACTER_IN,Honeybee
Honey Queen,Super Mario Galaxy 2,CHARACTER_IN,Honeybee
Honey Queen,Mario Kart 7,CHARACTER_IN,Honeybee
Honey Queen,Super Smash Bros. Ultimate,CHARACTER_IN,Honeybee
Honey Queen,Dr. Mario World,CHARACTER_IN,Honeybee
Honey Queen,Super Mario 3D All-Stars,CHARACTER_IN,Honeybee
Il Piantissimo,Super Mario Sunshine,CHARACTER_IN,Human
Il Piantissimo,Mario Golf: Toadstool Tour,CHARACTER_IN,Human
Il Piantissimo,Mario Golf: Advance Tour,CHARACTER_IN,Human
Il Piantissimo,Super Mario 3D All-Stars,CHARACTER_IN,Human
Iggy Koopa,Super Mario Bros. 3,CHARACTER_IN,Koopa
Iggy Koopa,Super Mario World,CHARACTER_IN,Koopa
Iggy Koopa,Mario is Missing!,CHARACTER_IN,Koopa
Iggy Koopa,Super Mario All-Stars,CHARACTER_IN,Koopa
Iggy Koopa,Yoshi's Safari,CHARACTER_IN,Koopa
Iggy Koopa,Hotel Mario,CHARACTER_IN,Koopa
Iggy Koopa,Super Mario All-Stars + Super Mario World,CHARACTER_IN,Koopa
Iggy Koopa,Super Mario World: Super Mario Advance 2,CHARACTER_IN,Koopa
Iggy Koopa,Super Mario Sunshine,CHARACTER_IN,Koopa
Iggy Koopa,Super Mario Advance 4: Super Mario Bros. 3,CHARACTER_IN,Koopa
Iggy Koopa,Mario & Luigi: Superstar Saga,CHARACTER_IN,Koopa
Iggy Koopa,New Super Mario Bros. Wii,CHARACTER_IN,Koopa
Iggy Koopa,Super Mario All-Stars Limited Edition,CHARACTER_IN,Koopa
Iggy Koopa,New Super Mario Bros. 2,CHARACTER_IN,Koopa
Iggy Koopa,New Super Mario Bros. U,CHARACTER_IN,Koopa
Iggy Koopa,New Super Luigi U,CHARACTER_IN,Koopa
Iggy Koopa,Mario Kart 8,CHARACTER_IN,Koopa
Iggy Koopa,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Koopa
Iggy Koopa,Super Smash Bros. for Wii U,CHARACTER_IN,Koopa
Iggy Koopa,Nintendo Badge Arcade,CHARACTER_IN,Koopa
Iggy Koopa,Puzzle & Dragons: Super Mario Bros. Edition,CHARACTER_IN,Koopa
Iggy Koopa,Mario & Luigi: Paper Jam,CHARACTER_IN,Koopa
Iggy Koopa,Minecraft: Wii U Edition,CHARACTER_IN,Koopa
Iggy Koopa,Paper Mario: Color Splash,CHARACTER_IN,Koopa
Iggy Koopa,Mario Kart 8 Deluxe,CHARACTER_IN,Koopa
Iggy Koopa,Minecraft: Nintendo Switch Edition,CHARACTER_IN,Koopa
Iggy Koopa,Mario & Luigi: Superstar Saga + Bowser's Minions,CHARACTER_IN,Koopa
Iggy Koopa,Minecraft: New Nintendo 3DS Edition,CHARACTER_IN,Koopa
Iggy Koopa,Minecraft: Bedrock Edition,CHARACTER_IN,Koopa
Iggy Koopa,Super Smash Bros. Ultimate,CHARACTER_IN,Koopa
Iggy Koopa,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,CHARACTER_IN,Koopa
Iggy Koopa,New Super Mario Bros. U Deluxe,CHARACTER_IN,Koopa
Iggy Koopa,Mario Kart Tour,CHARACTER_IN,Koopa
Iggy Koopa,Super Mario Maker 2 (version 3.0.0),CHARACTER_IN,Koopa
Iggy Koopa,Mario Kart Live: Home Circuit,CHARACTER_IN,Koopa
Iggy Koopa,Dr. Mario World,CHARACTER_IN,Koopa
Iggy Koopa,Nintendo World Championships: NES Edition,CHARACTER_IN,Koopa
Isabelle,Mario Kart 8,CHARACTER_IN,Dog
Isabelle,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Dog
Isabelle,Super Smash Bros. for Wii U,CHARACTER_IN,Dog
Isabelle,Super Mario Maker,CHARACTER_IN,Dog
Isabelle,Mario Kart 8 Deluxe,CHARACTER_IN,Dog
Isabelle,Super Smash Bros. Ultimate,CHARACTER_IN,Dog
Jimmy T,"WarioWare, Inc.: Mega Microgame$!",CHARACTER_IN,Human
Jimmy T,"WarioWare, Inc.: Mega Party Game$!",CHARACTER_IN,Human
Jimmy T,WarioWare: Twisted!,CHARACTER_IN,Human
Jimmy T,WarioWare: Touched!,CHARACTER_IN,Human
Jimmy T,WarioWare: Smooth Moves,CHARACTER_IN,Human
Jimmy T,Super Smash Bros. Brawl,CHARACTER_IN,Human
Jimmy T,WarioWare: Snapped!,CHARACTER_IN,Human
Jimmy T,Paper Airplane Chase,CHARACTER_IN,Human
Jimmy T,WarioWare: D.I.Y.,CHARACTER_IN,Human
Jimmy T,Game & Wario,CHARACTER_IN,Human
Jimmy T,Super Smash Bros. for Wii U,CHARACTER_IN,Human
Jimmy T,Nintendo Badge Arcade,CHARACTER_IN,Human
Jimmy T,Rhythm Heaven Megamix,CHARACTER_IN,Human
Jimmy T,WarioWare Gold,CHARACTER_IN,Human
Jimmy T,Super Smash Bros. Ultimate,CHARACTER_IN,Human
Jimmy T,WarioWare: Get It Together!,CHARACTER_IN,Human
Jimmy T,Tetris 99,CHARACTER_IN,Human
Jimmy T,WarioWare: Move It!,CHARACTER_IN,Human
Kamek,Super Mario World 2: Yoshi's Island,CHARACTER_IN,Magikoopa
Kamek,Tetris Attack,CHARACTER_IN,Magikoopa
Kamek,Mario Kart: Super Circuit,CHARACTER_IN,Magikoopa
Kamek,Yoshi's Island: Super Mario Advance 3,CHARACTER_IN,Magikoopa
Kamek,Mario Party 5,CHARACTER_IN,Magikoopa
Kamek,Mario Kart: Double Dash!!,CHARACTER_IN,Magikoopa
Kamek,Mario Party 6,CHARACTER_IN,Magikoopa
Kamek,Yoshi Touch & Go,CHARACTER_IN,Magikoopa
Kamek,Mario Party Advance,CHARACTER_IN,Magikoopa
Kamek,Mario Party 7,CHARACTER_IN,Magikoopa
Kamek,Mario & Luigi: Partners in Time,CHARACTER_IN,Magikoopa
Kamek,Mario Kart DS,CHARACTER_IN,Magikoopa
Kamek,Yoshi's Island DS,CHARACTER_IN,Magikoopa
Kamek,Mario Party DS,CHARACTER_IN,Magikoopa
Kamek,Mario Party 8,CHARACTER_IN,Magikoopa
Kamek,Super Mario Galaxy,CHARACTER_IN,Magikoopa
Kamek,Mario & Luigi: Bowser's Inside Story,CHARACTER_IN,Magikoopa
Kamek,New Super Mario Bros. Wii,CHARACTER_IN,Magikoopa
Kamek,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Magikoopa
Kamek,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Magikoopa
Kamek,Mario Party 9,CHARACTER_IN,Magikoopa
Kamek,New Super Mario Bros. U,CHARACTER_IN,Magikoopa
Kamek,Paper Mario: Sticker Star,CHARACTER_IN,Magikoopa
Kamek,Mario & Luigi: Dream Team,CHARACTER_IN,Magikoopa
Kamek,Mario & Sonic at the Sochi 2014 Olympic Winter Games,CHARACTER_IN,Magikoopa
Kamek,Mario Party: Island Tour,CHARACTER_IN,Magikoopa
Kamek,Yoshi's New Island,CHARACTER_IN,Magikoopa
Kamek,Mario Party 10,CHARACTER_IN,Magikoopa
Kamek,Yoshi's Woolly World,CHARACTER_IN,Magikoopa
Kamek,Mario & Luigi: Paper Jam,CHARACTER_IN,Magikoopa
Kamek,Mario Party: Star Rush,CHARACTER_IN,Magikoopa
Kamek,Paper Mario: Color Splash,CHARACTER_IN,Magikoopa
Kamek,Mario Kart 8 Deluxe,CHARACTER_IN,Magikoopa
Kamek,Poochy & Yoshi's Woolly World,CHARACTER_IN,Magikoopa
Kamek,Mario & Luigi: Superstar Saga + Bowser's Minions,CHARACTER_IN,Magikoopa
Kamek,Mario Party: The Top 100,CHARACTER_IN,Magikoopa
Kamek,Super Mario Party,CHARACTER_IN,Magikoopa
Kamek,Mario Tennis Aces,CHARACTER_IN,Magikoopa
Kamek,New Super Mario Bros. U Deluxe,CHARACTER_IN,Magikoopa
Kamek,Yoshi's Crafted World,CHARACTER_IN,Magikoopa
Kamek,Mario Kart Tour,CHARACTER_IN,Magikoopa
Kamek,Paper Mario: The Origami King,CHARACTER_IN,Magikoopa
Kamek,The Super Mario Bros. Movie,CHARACTER_IN,Magikoopa
Kamek,Super Mario Bros. Wonder,CHARACTER_IN,Magikoopa
Kamek,Super Mario Party Jamboree,CHARACTER_IN,Magikoopa
Kamek,Mario & Luigi: Brothership,CHARACTER_IN,Magikoopa
Kiddy Kong,Donkey Kong Country 3: Dixie Kong's Double Trouble!,CHARACTER_IN,Kong
Kiddy Kong,Donkey Kong Land III,CHARACTER_IN,Kong
Kiddy Kong,Donkey Kong GB: Dinky Kong & Dixie Kong (port),CHARACTER_IN,Kong
Kiddy Kong,Donkey Konga 2,CHARACTER_IN,Kong
Kiddy Kong,Donkey Kong Country 3 (remake),CHARACTER_IN,Kong
Kiddy Kong,Super Smash Bros. Ultimate,CHARACTER_IN,Kong
King Bob-omb,Super Mario 64,CHARACTER_IN,Bob-omb
King Bob-omb,Mario Party 2,CHARACTER_IN,Bob-omb
King Bob-omb,Mario Golf: Toadstool Tour,CHARACTER_IN,Bob-omb
King Bob-omb,Mario Party 5,CHARACTER_IN,Bob-omb
King Bob-omb,Super Mario 64 DS,CHARACTER_IN,Bob-omb
King Bob-omb,Mario Party Advance,CHARACTER_IN,Bob-omb
King Bob-omb,Mario Superstar Baseball,CHARACTER_IN,Bob-omb
King Bob-omb,Mario Kart DS,CHARACTER_IN,Bob-omb
King Bob-omb,Mario Party 8,CHARACTER_IN,Bob-omb
King Bob-omb,Mario Super Sluggers,CHARACTER_IN,Bob-omb
King Bob-omb,Mario Party 9,CHARACTER_IN,Bob-omb
King Bob-omb,Mario Kart Arcade GP DX,CHARACTER_IN,Bob-omb
King Bob-omb,Mario Party: Island Tour,CHARACTER_IN,Bob-omb
King Bob-omb,Mario Golf: World Tour,CHARACTER_IN,Bob-omb
King Bob-omb,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Bob-omb
King Bob-omb,Mario & Luigi: Paper Jam,CHARACTER_IN,Bob-omb
King Bob-omb,Minecraft: Wii U Edition,CHARACTER_IN,Bob-omb
King Bob-omb,Mario Party: Star Rush,CHARACTER_IN,Bob-omb
King Bob-omb,Minecraft: Nintendo Switch Edition,CHARACTER_IN,Bob-omb
King Bob-omb,Mario Party: The Top 100,CHARACTER_IN,Bob-omb
